gene_id,Apoly_Dec_1,Apoly_Dec_2,Apoly_Dec_3,Apoly_Dec_4,Apoly_Dec_5,Apoly_Feb_1,Apoly_Feb_2,Apoly_Feb_3,Apoly_Feb_4,Apoly_Feb_5
gene-LOC110962538|LOC110962538,0,0,0,0,0,0,0,0,0,0
gene-LOC110945623|LOC110945623,0,0,0,0,0,0,0,0,0,0
gene-LOC110967344|LOC110967344,3,0,0,2,0,0,0,0,5,0
gene-LOC110951117|LOC110951117,0,0,0,0,0,0,0,0,0,0
gene-LOC110968699|LOC110968699,4,9,13,14,10,4,4,6,5,3
gene-LOC110950232|LOC110950232,0,0,0,0,0,0,0,0,0,0
gene-LOC110958176|LOC110958176,12,83,40,4,40,11,8,5,9,9
gene-LOC110970855|LOC110970855,16,13,15,23,15,28,7,10,11,12
gene-LOC110966590|LOC110966590,0,0,0,0,0,3,0,0,0,0
gene-prr16|prr16,0,0,0,0,0,0,0,0,0,0
gene-LOC110948367|LOC110948367,0,0,0,2,0,0,0,0,0,0
gene-LOC110957134|LOC110957134,5,4,5,3,0,0,4,3,8,0
gene-LOC110970032|LOC110970032,5,0,17,0,6,11,14,7,14,21
gene-rpl27a|rpl27a,6431,7428,5058,7736,6861,6501,5729,5393,5354,4765
gene-LOC110964208|LOC110964208,0,0,0,0,5,0,0,0,0,0
gene-LOC110948142|LOC110948142,89,201,492,56,228,72,105,180,122,107
gene-LOC110949069|LOC110949069,3,0,0,5,0,0,0,0,0,0
gene-LOC110969410|LOC110969410,3,0,0,0,3,0,0,0,0,0
gene-LOC110963345|LOC110963345,0,0,0,2,0,3,1,0,0,4
gene-LOC110947866|LOC110947866,364,158,246,442,271,515,275,272,165,201
gene-LOC110952104,0,0,0,0,0,0,0,0,0,0
gene-LOC110960767|LOC110960767,6,6,7,4,6,4,3,8,0,4
gene-LOC110972933|LOC110972933,90,56,44,40,51,62,106,83,79,52
gene-LOC110945853|LOC110945853,2,2,6,2,5,4,5,6,11,5
gene-LOC110956047|LOC110956047,422,420,343,286,247,222,354,246,161,161
gene-LOC110972138|LOC110972138,0,0,0,0,0,0,0,0,0,0
gene-pudp|pudp,115,103,64,59,106,44,32,17,28,14
gene-LOC110946364|LOC110946364,0,0,0,0,0,0,0,0,0,0
gene-LOC110960507|LOC110960507,70,17,8,23,17,0,125,5,18,126
gene-obscn|obscn,0,0,0,0,0,0,0,0,0,0
gene-ccdc138|ccdc138,0,3,3,7,6,0,0,0,0,3
gene-LOC110952855|LOC110952855,1476,706,364,710,594,233,340,102,123,73
gene-LOC110947649|LOC110947649,0,0,0,0,0,0,0,0,0,0
gene-LOC110947499|LOC110947499,0,0,0,0,0,0,0,0,0,0
gene-LOC110947623|LOC110947623,94,36,43,50,30,3,2,14,5,8
gene-nudt2|nudt2,59,53,20,33,16,3,8,19,6,8
gene-LOC110962485|LOC110962485,105,185,90,73,61,33,33,50,13,57
gene-LOC110960369|LOC110960369,452,307,446,456,590,930,269,415,235,216
gene-trnai-aau-4|trnai-aau,0,0,0,0,0,0,0,0,0,0
gene-LOC110972743|LOC110972743,55,77,60,51,55,28,41,59,64,4
gene-LOC110953450|LOC110953450,3,0,3,0,7,0,5,0,5,5
gene-LOC110958224|LOC110958224,179,202,326,186,378,364,709,844,954,731
gene-LOC110958784|LOC110958784,0,2,2,0,0,0,0,0,0,0
gene-LOC110952967|LOC110952967,0,8,0,8,30,8,11,14,5,6
gene-LOC110947920|LOC110947920,0,5,4,0,3,9,5,10,4,3
gene-aldh16a1|aldh16a1,252,226,157,208,109,19,52,105,77,111
gene-LOC110959958|LOC110959958,0,0,0,0,0,0,0,0,0,0
gene-LOC110972757|LOC110972757,13,3,6,2,8,7,9,4,7,3
gene-LOC110971123|LOC110971123,0,0,0,0,0,0,0,0,0,0
gene-LOC110970606|LOC110970606,11,14,7,20,37,10,0,3,3,11
gene-epx|epx,14,12,20,99,157,4,11,6,17,25
gene-LOC110946998|LOC110946998,0,0,0,0,0,0,0,0,0,0
gene-LOC110957883|LOC110957883,0,0,0,0,0,0,0,0,0,0
gene-znf414|znf414,49,57,44,60,64,38,32,57,51,21
gene-LOC110968996|LOC110968996,69,169,336,192,185,137,453,487,761,316
gene-LOC110972442,0,0,0,0,0,0,0,0,0,0
gene-cep85l|cep85l,18,23,40,30,33,12,20,55,37,22
gene-LOC110947191|LOC110947191,0,0,0,0,0,0,0,0,0,0
gene-LOC110970451|LOC110970451,0,0,0,0,0,0,0,0,0,0
gene-LOC110962342|LOC110962342,135,281,100,176,163,145,289,2288,1551,369
gene-LOC110963429|LOC110963429,0,0,0,0,0,0,0,0,1,0
gene-LOC110968475|LOC110968475,5,3,3,4,2,3,0,2,2,0
gene-bbs7|bbs7,4,0,0,0,0,0,0,0,0,0
gene-fdx1|fdx1,519,397,564,496,600,251,253,389,339,293
gene-baiap3|baiap3,2,0,4,0,0,0,0,0,0,0
gene-LOC110971586|LOC110971586,0,0,0,0,0,2,0,0,0,0
gene-trnat-agu-13|trnat-agu,0,0,0,0,0,0,0,0,0,0
gene-tube1|tube1,10,4,4,6,6,0,0,0,1,0
gene-ldlr|ldlr,2152,2272,2657,2344,2603,2184,2195,1477,2834,2565
gene-dnajc16|dnajc16,21,13,8,17,24,6,18,12,13,10
gene-LOC110945350|LOC110945350,353,240,208,249,205,40,55,160,43,83
gene-rwdd3|rwdd3,28,21,32,14,22,6,29,54,37,45
gene-LOC110964223|LOC110964223,63,33,35,30,23,13,17,35,16,12
gene-LOC110946358|LOC110946358,3,0,3,0,2,1,0,0,3,6
STRG.17603|LOC110971268,498,592,784,338,490,1424,688,657,1060,439
gene-cct3|cct3,1166,1243,1372,1112,1437,1563,2444,2976,2455,2350
gene-trnap-ugg-20|trnap-ugg,0,0,0,0,0,0,0,0,0,0
gene-LOC110949720|LOC110949720,43,42,54,55,42,29,19,54,73,36
gene-trnaa-agc-9|trnaa-agc,0,0,0,0,0,0,0,0,0,0
gene-LOC110967520|LOC110967520,208,154,223,174,174,15,48,82,42,57
gene-LOC110948129|LOC110948129,576,382,652,535,680,1043,733,626,661,616
gene-LOC110962103|LOC110962103,1968,232,818,172,240,159,431,138,177,170
gene-LOC110952032|LOC110952032,5,10,9,13,7,0,0,0,3,0
gene-noxo1|noxo1,0,0,0,0,3,0,0,0,0,0
gene-tm9sf1|tm9sf1,129,118,165,115,125,82,333,1591,1333,620
gene-LOC110945565|LOC110945565,0,0,0,0,0,0,0,0,0,0
gene-LOC110972261|LOC110972261,3,1,4,3,0,2,13,3,16,28
gene-LOC110951996|LOC110951996,0,0,0,0,0,0,0,0,0,0
gene-LOC110964706|LOC110964706,48,28,39,43,55,33,15,27,25,23
gene-alkbh3|alkbh3,58,43,33,33,51,10,17,21,17,11
gene-LOC110961158|LOC110961158,28,10,20,9,23,16,12,9,7,17
gene-LOC110951986|LOC110951986,6,0,5,0,2,0,0,0,0,0
gene-gmps|gmps,100,109,172,134,170,120,181,256,243,248
gene-ins|ins,0,0,0,0,0,0,4,0,0,0
gene-LOC110958998|LOC110958998,0,0,0,2,0,0,2,2,0,0
gene-lats1|lats1,36,50,75,71,110,73,75,54,67,84
gene-LOC110968099|LOC110968099,56,71,43,62,66,20,27,88,87,56
gene-LOC110951760|LOC110951760,0,0,0,0,0,0,0,0,0,0
gene-LOC110958627|LOC110958627,658,716,837,640,736,382,628,734,602,581
gene-LOC110958988|LOC110958988,0,10,11,5,15,13,13,8,28,28
gene-LOC110969176,0,0,0,0,0,0,0,0,0,0
gene-LOC110969173,0,0,0,0,0,0,0,0,0,0
gene-LOC110967255|LOC110967255,55,56,140,110,83,22,99,38,76,81
gene-LOC110958453|LOC110958453,178,165,258,214,274,340,404,286,368,504
gene-LOC110965538|LOC110965538,0,0,2,0,0,0,0,0,0,0
STRG.10678|LOC110960434,825,465,1415,552,661,265,1222,622,814,872
gene-LOC110956779|LOC110956779,3,1,0,2,3,1,3,0,0,0
gene-lsm10|lsm10,5,2,4,3,3,3,2,0,3,4
gene-slc4a1ap|slc4a1ap,51,32,49,34,68,30,42,62,64,86
gene-LOC110953478|LOC110953478,137,141,114,142,143,97,107,216,152,109
gene-LOC110965054|LOC110965054,0,0,0,0,0,0,0,0,0,0
gene-LOC110965843,0,0,0,0,0,0,0,0,0,0
gene-LOC110964513|LOC110964513,41,35,18,25,21,5,5,27,18,9
STRG.13250|LOC110964332,37,40,70,50,83,76,57,61,45,57
gene-LOC110947435|LOC110947435,0,0,1,1,0,0,0,0,0,1
gene-LOC110952133|LOC110952133,0,0,0,0,0,2,0,0,0,0
gene-LOC110952490|LOC110952490,0,0,0,0,0,0,0,2,0,3
gene-trnat-cgu-7|trnat-cgu,0,0,0,0,0,0,0,0,0,0
gene-LOC110946226|LOC110946226,0,1,2,1,0,0,2,0,0,1
gene-myo6|myo6,35,21,33,17,34,27,27,12,19,18
gene-LOC110969517|LOC110969517,0,0,0,0,0,0,0,0,0,0
gene-LOC110953920|LOC110953920,65,67,111,61,97,106,61,81,76,40
gene-syde2|syde2,75,65,133,76,48,155,159,64,132,164
gene-LOC110952258|LOC110952258,0,2,5,7,3,0,0,0,0,0
gene-LOC110968061|LOC110968061,0,0,0,0,0,0,0,0,0,0
gene-tex261|tex261,133,93,60,57,49,16,30,35,30,21
gene-LOC110968961|LOC110968961,24,38,42,33,41,17,53,72,40,55
gene-LOC110961170|LOC110961170,25,49,88,23,40,44,20,46,38,63
gene-LOC110959883|LOC110959883,1145,999,1020,1227,1021,214,754,834,895,800
gene-LOC110964561|LOC110964561,113,122,169,142,185,74,157,181,217,184
gene-fermt2|fermt2,193,227,215,278,262,103,109,81,122,128
gene-LOC110960014|LOC110960014,0,0,0,0,0,0,0,0,0,0
gene-spred1|spred1,30,13,13,11,10,2,16,5,9,13
gene-LOC110967651|LOC110967651,0,0,0,0,3,2,0,0,0,0
gene-LOC110959562|LOC110959562,0,0,0,0,0,0,0,0,0,0
gene-LOC110969538|LOC110969538,6,3,0,3,3,0,2,4,2,1
gene-hoxa3|hoxa3,2,2,0,0,4,0,0,3,0,0
gene-cxcr4|cxcr4,85,64,57,82,87,40,32,37,25,27
gene-LOC110970061|LOC110970061,11,6,0,2,2,0,0,0,0,0
gene-LOC110961192|LOC110961192,80,86,75,113,71,33,54,130,49,70
gene-LOC110946213|LOC110946213,2,0,3,3,2,2,2,3,2,0
gene-spo11|spo11,0,0,0,0,0,0,0,0,0,1
gene-rpl37|rpl37,3884,4426,3049,4294,3914,4332,3336,3147,3073,2931
gene-LOC110965591|LOC110965591,23,15,10,12,15,8,11,6,10,13
gene-LOC110960796|LOC110960796,3,0,0,3,0,0,0,0,0,0
gene-rgs7|rgs7,0,0,3,0,0,0,0,0,0,3
gene-LOC110947608|LOC110947608,0,1,2,0,7,0,0,0,0,0
gene-LOC110959132|LOC110959132,6,8,3,5,9,15,8,7,6,8
gene-LOC110964367|LOC110964367,0,0,0,0,0,0,0,0,0,0
gene-prdm16|prdm16,0,0,0,0,0,0,0,0,0,0
gene-trnan-guu-22|trnan-guu,0,0,0,0,0,0,0,0,0,0
gene-mtmr7|mtmr7,7,0,2,6,5,0,3,2,2,0
gene-LOC110969152|LOC110969152,18,25,18,26,25,4,5,8,5,7
gene-LOC110961430|LOC110961430,10,11,22,9,7,2,0,0,4,6
gene-LOC110957471|LOC110957471,13,21,18,25,35,37,25,34,47,41
gene-LOC110972833|LOC110972833,3,1,3,2,1,0,0,2,5,4
gene-eml3|eml3,21,16,19,23,18,21,13,11,14,8
gene-LOC110955409|LOC110955409,3,0,0,0,2,0,0,0,0,0
gene-majin|majin,0,0,0,0,0,0,0,0,0,0
gene-elp2|elp2,15,15,14,12,10,8,14,56,28,36
gene-ift52|ift52,4,0,3,6,4,20,15,0,6,9
gene-LOC110946498|LOC110946498,47,36,60,51,36,20,19,42,37,34
gene-LOC110972710|LOC110972710,0,0,0,0,0,0,0,0,0,0
gene-LOC110945190|LOC110945190,2,2,0,0,0,0,0,0,0,0
gene-LOC110957760|LOC110957760,0,0,0,0,0,0,0,0,0,0
gene-LOC110971715|LOC110971715,0,0,4,0,2,0,0,0,0,0
gene-l1cam|l1cam,0,2,0,0,0,0,0,3,0,0
gene-LOC110953671|LOC110953671,935,620,915,588,647,198,209,208,159,190
gene-phlda3|phlda3,59,24,3,22,18,10,20,9,22,10
gene-wdr11|wdr11,67,61,50,33,29,4,8,17,9,6
gene-LOC110946941|LOC110946941,0,0,0,0,0,0,0,0,0,0
gene-ssu72|ssu72,221,263,391,287,394,388,433,395,636,507
gene-ppp2r5a|ppp2r5a,154,116,194,143,175,128,240,275,383,224
gene-LOC110959377,0,0,0,0,0,0,0,0,0,0
gene-itpkb|itpkb,0,2,0,0,0,0,5,0,0,4
gene-sucnr1|sucnr1,0,0,0,0,0,0,0,0,0,0
gene-tmem178b|tmem178b,0,0,0,0,0,0,0,0,0,0
gene-tecpr1|tecpr1,24,9,5,12,15,12,10,13,3,16
gene-dgkd|dgkd,113,127,189,121,164,208,164,125,120,164
gene-pde6c|pde6c,12,0,0,0,0,0,0,0,0,0
gene-LOC110952722|LOC110952722,102,155,495,200,348,522,522,573,755,877
gene-trnae-cuc|trnae-cuc,0,0,0,0,0,0,0,0,0,0
gene-LOC110948222|LOC110948222,21,16,29,14,33,30,74,123,139,113
gene-ep400|ep400,81,104,143,116,120,105,109,197,224,222
gene-LOC110946155|LOC110946155,0,0,0,2,0,0,0,0,0,0
gene-frmpd3|frmpd3,0,1,0,0,0,0,0,0,0,0
gene-LOC110967717|LOC110967717,0,0,0,0,0,0,0,0,0,0
gene-LOC110958424,0,4,5,0,0,0,2,4,9,3
gene-LOC110965379|LOC110965379,7,4,5,6,14,2,0,0,0,2
gene-LOC110964851|LOC110964851,13,0,11,11,8,6,0,0,3,6
gene-bet1|bet1,73,78,156,75,155,260,756,955,1249,895
gene-LOC110970682|LOC110970682,26,23,27,40,33,18,34,27,27,22
gene-smoc1|smoc1,315,191,143,161,209,180,186,227,255,172
gene-LOC110966395|LOC110966395,7,3,9,10,17,0,0,5,2,7
gene-LOC110964081|LOC110964081,4,0,2,2,0,0,0,3,0,0
gene-trnaf-gaa-22|trnaf-gaa,0,0,1,0,0,0,0,0,0,0
gene-sord|sord,466,839,341,295,205,21,368,403,119,106
gene-LOC110956433|LOC110956433,0,0,0,0,0,0,0,0,0,0
gene-rassf2|rassf2,3,0,12,0,13,43,20,0,25,9
gene-LOC110949339|LOC110949339,6,11,7,0,2,7,0,0,8,13
gene-spred2|spred2,2,3,3,0,3,16,8,2,10,12
gene-LOC110971275|LOC110971275,0,2,0,0,0,5,3,0,4,2
gene-LOC110946542|LOC110946542,0,0,0,0,0,0,0,0,0,0
gene-LOC110955910|LOC110955910,0,0,0,0,0,0,0,0,0,0
gene-srrm3|srrm3,0,0,0,0,0,0,0,0,0,0
gene-LOC110948252|LOC110948252,367,351,459,331,539,599,378,347,454,445
gene-trnal-aag-2|trnal-aag,0,0,0,0,0,0,0,0,0,0
gene-LOC110972704|LOC110972704,43,25,26,13,21,6,20,15,15,13
gene-LOC110945917|LOC110945917,0,1,0,0,0,1,0,0,0,0
gene-glmp|glmp,266,260,229,248,261,97,162,325,284,177
gene-LOC110962768|LOC110962768,12,7,8,5,0,0,0,7,8,0
gene-LOC110958669|LOC110958669,7638,2733,3842,4065,6150,2816,3436,2903,2185,1840
gene-trnaa-agc|trnaa-agc,0,0,0,0,0,0,0,0,0,0
gene-LOC110946705|LOC110946705,1,0,0,0,0,0,0,0,0,0
gene-mrpl32|mrpl32,59,67,43,47,53,30,55,98,77,82
gene-LOC110950181|LOC110950181,315,242,538,310,537,309,108,156,183,100
gene-kiaa0141|kiaa0141,132,150,208,126,193,88,162,157,203,221
gene-LOC110962134|LOC110962134,0,0,0,0,0,0,0,0,0,0
gene-trnar-ucg-15|trnar-ucg,0,0,0,0,0,0,0,0,0,0
gene-LOC110967480|LOC110967480,0,0,0,4,0,11,6,7,3,0
gene-fance|fance,20,8,0,16,18,0,2,4,2,0
gene-ncam2|ncam2,0,0,0,0,2,0,0,0,0,2
gene-LOC110948924|LOC110948924,0,0,0,0,0,0,2,0,0,0
gene-kiaa1468|kiaa1468,157,123,78,106,119,36,65,156,79,75
gene-dapk3|dapk3,52,73,73,57,57,48,38,68,37,36
gene-usp5|usp5,115,161,237,175,219,114,156,230,259,234
gene-LOC110955900|LOC110955900,926,727,695,815,778,615,477,336,419,252
gene-LOC110946255|LOC110946255,161,187,177,135,157,176,204,249,172,184
gene-mboat7|mboat7,21,52,97,50,58,39,77,84,53,54
gene-LOC110945472|LOC110945472,0,0,0,0,0,0,0,0,0,0
gene-LOC110963270|LOC110963270,144,123,111,100,122,76,69,50,48,32
gene-asb8|asb8,75,87,41,52,43,23,18,11,22,26
gene-rusc2|rusc2,42,15,42,29,33,89,81,43,46,66
gene-atp5o|atp5o,1395,1229,788,1090,963,851,801,905,650,487
gene-mcm10|mcm10,98,26,23,50,83,0,34,14,58,17
gene-LOC110961508|LOC110961508,0,0,2,0,0,0,0,0,0,0
gene-LOC110956344|LOC110956344,0,2,0,0,0,0,6,0,0,5
gene-LOC110966263|LOC110966263,43,34,35,31,43,31,20,42,65,47
gene-LOC110949632|LOC110949632,213,180,191,137,138,72,143,123,133,156
gene-LOC110948995|LOC110948995,0,0,0,0,0,0,0,0,0,0
gene-taf1a|taf1a,23,22,7,22,9,0,21,44,22,14
gene-cdadc1|cdadc1,55,26,37,40,42,23,26,56,51,35
gene-LOC110946646|LOC110946646,0,0,0,0,0,0,1,0,0,0
gene-higd1a|higd1a,193,25,123,46,93,296,318,141,235,204
gene-LOC110961823,0,0,0,0,0,0,0,0,0,0
gene-LOC110967868|LOC110967868,0,0,0,0,0,0,0,0,0,0
gene-LOC110964537|LOC110964537,224,208,174,199,193,49,70,142,90,87
gene-LOC110967576|LOC110967576,0,0,0,0,0,0,0,0,0,0
gene-LOC110965956|LOC110965956,6,5,5,8,9,3,9,11,8,14
gene-dnaaf4|dnaaf4,0,0,0,0,0,0,0,0,0,0
gene-LOC110969427|LOC110969427,0,0,0,0,0,0,0,0,0,0
gene-LOC110954427|LOC110954427,6788,6088,8015,6495,6055,5398,2717,4069,2796,1681
gene-dtx2|dtx2,75,81,93,112,101,66,98,145,133,123
gene-LOC110947344|LOC110947344,2,0,0,0,0,1,1,0,2,0
gene-rdm1|rdm1,15,0,7,6,12,0,0,4,0,2
gene-fgfr1op|fgfr1op,75,52,25,33,60,36,30,56,51,49
gene-tiparp|tiparp,141,111,125,40,56,53,40,139,37,51
gene-samd13|samd13,20,13,14,24,39,17,13,43,19,19
gene-LOC110957454|LOC110957454,0,0,0,0,0,0,0,0,0,0
gene-LOC110961963|LOC110961963,0,0,0,0,0,0,0,0,0,0
gene-LOC110952871|LOC110952871,0,0,2,0,2,0,0,0,0,0
gene-LOC110949044|LOC110949044,505,326,609,605,1015,1057,812,788,956,831
gene-msh4|msh4,0,0,0,0,0,0,0,0,0,0
gene-med17|med17,20,19,20,34,47,9,10,21,5,13
gene-unc93b1|unc93b1,42,50,35,74,25,7,11,23,11,22
gene-LOC110956533|LOC110956533,3,0,0,0,12,0,0,0,0,0
gene-LOC110961150|LOC110961150,0,0,0,0,0,0,0,0,0,0
gene-LOC110968914|LOC110968914,24,31,13,18,9,0,8,12,0,8
gene-LOC110971397|LOC110971397,0,0,0,0,0,0,0,0,0,0
gene-LOC110970751|LOC110970751,15,20,36,22,24,27,52,37,70,29
gene-LOC110964780|LOC110964780,542,462,331,248,180,173,111,237,131,87
gene-nop16|nop16,32,45,61,67,71,93,117,128,186,149
gene-cnksr3|cnksr3,13,15,12,7,6,6,6,12,9,3
gene-LOC110959268|LOC110959268,0,0,0,0,0,0,0,0,0,0
gene-LOC110971106|LOC110971106,0,0,0,3,0,0,0,0,2,0
gene-LOC110963023|LOC110963023,0,2,5,6,0,5,4,2,0,2
gene-prss12|prss12,8,3,0,7,6,0,0,4,5,0
gene-LOC110956278|LOC110956278,106,63,114,135,158,45,43,96,75,46
gene-prickle3|prickle3,7,4,0,15,6,3,0,0,7,0
gene-zc3h3|zc3h3,28,19,22,17,25,27,17,69,114,76
gene-LOC110972603|LOC110972603,51,31,54,47,35,7,6,11,10,17
gene-LOC110961222|LOC110961222,0,0,0,0,2,0,0,0,0,0
gene-tiprl|tiprl,89,55,44,55,50,23,23,48,49,35
gene-apcdd1|apcdd1,3,0,0,0,5,0,0,0,0,2
gene-LOC110956266|LOC110956266,37,42,50,23,37,46,28,12,17,20
gene-LOC110969729|LOC110969729,334,218,164,257,202,406,309,146,194,411
gene-LOC110972754|LOC110972754,0,0,4,0,3,0,0,0,0,0
gene-LOC110960563|LOC110960563,7,5,2,3,8,3,7,3,0,6
gene-sirt1|sirt1,59,45,67,62,109,50,60,44,79,65
gene-LOC110960603|LOC110960603,7,10,4,9,13,6,2,3,2,4
gene-fam83b|fam83b,0,0,0,0,0,0,0,0,0,0
gene-LOC110953688|LOC110953688,138,43,133,22,86,42,40,13,39,29
gene-LOC110953060|LOC110953060,0,0,0,0,0,0,0,0,0,0
gene-LOC110946758|LOC110946758,0,0,0,0,0,0,0,0,0,0
gene-LOC110959665|LOC110959665,77,70,28,35,40,4,5,7,4,2
gene-trnai-aau-43|trnai-aau,0,0,0,0,0,0,0,0,0,0
gene-LOC110950946|LOC110950946,84,105,123,132,157,74,55,40,60,45
gene-trnae-uuc-12|trnae-uuc,0,0,0,0,0,0,0,0,0,0
gene-LOC110950766|LOC110950766,0,0,4,5,4,4,0,10,0,4
gene-spata7|spata7,10,9,5,5,6,7,14,22,20,23
gene-prkg2|prkg2,4,0,0,0,0,0,0,0,0,0
gene-LOC110971412|LOC110971412,2,0,1,2,3,5,2,5,2,2
gene-cerkl|cerkl,0,17,4,2,3,0,2,2,0,0
gene-LOC110945449|LOC110945449,0,0,0,2,0,0,0,0,0,0
gene-LOC110963709|LOC110963709,0,2,0,0,2,0,0,0,0,0
gene-LOC110948437|LOC110948437,0,0,0,0,0,0,0,0,0,0
gene-htr5a|htr5a,0,0,0,0,0,0,0,0,0,0
gene-ophn1|ophn1,17,7,18,22,26,7,9,6,11,9
gene-nsun4|nsun4,5,13,6,6,12,3,3,10,16,6
gene-LOC110966421|LOC110966421,5,0,5,5,5,4,3,9,12,0
gene-LOC110969818|LOC110969818,17,8,10,7,4,6,0,2,3,6
gene-LOC110951405|LOC110951405,0,0,0,0,0,0,0,0,0,0
gene-LOC110946249|LOC110946249,0,0,0,0,0,0,0,0,0,0
gene-LOC110951314|LOC110951314,443,1682,2001,1473,1772,2354,3741,1833,3853,2324
gene-LOC110971698|LOC110971698,19,12,12,8,20,6,14,35,24,18
gene-LOC110950744|LOC110950744,0,0,0,0,0,0,0,0,0,0
gene-txn2|txn2,91,91,105,71,101,28,116,150,179,137
gene-narfl|narfl,54,87,104,96,107,168,241,336,281,237
gene-LOC110972167|LOC110972167,0,0,0,0,0,0,0,0,0,0
gene-trnal-aag-5|trnal-aag,0,0,0,0,0,0,0,0,0,0
gene-LOC110959563|LOC110959563,6,7,5,7,7,3,3,8,0,4
gene-LOC110951273|LOC110951273,31,44,20,25,36,43,16,14,14,15
gene-LOC110947075|LOC110947075,3,1,2,3,1,0,1,3,2,0
gene-LOC110967251|LOC110967251,4,2,0,0,0,0,2,0,0,0
gene-LOC110972078|LOC110972078,0,0,0,0,0,0,0,0,0,0
gene-trnai-aau-3|trnai-aau,0,0,0,0,0,0,0,0,0,0
gene-LOC110953760|LOC110953760,53,34,26,30,34,29,23,23,11,12
gene-LOC110952366|LOC110952366,0,0,0,0,0,0,0,0,0,0
gene-prr35|prr35,0,0,0,0,0,0,0,0,0,0
gene-LOC110971479|LOC110971479,0,0,0,0,0,0,0,0,0,0
gene-LOC110969613|LOC110969613,0,0,0,3,4,0,5,0,4,2
gene-LOC110955227|LOC110955227,625,2074,1218,1145,468,6,9,2,10,7
gene-LOC110945635|LOC110945635,0,0,2,5,0,0,0,0,0,0
gene-LOC110948671|LOC110948671,67,49,78,47,122,101,72,56,98,44
gene-rpp30|rpp30,32,19,30,32,37,71,48,85,112,107
gene-kng1|kng1,26586,18209,23318,19555,23566,15587,24508,17005,29529,18034
gene-washc4|washc4,199,167,157,159,197,37,64,130,87,112
gene-LOC110968394|LOC110968394,505,2010,631,444,724,432,542,888,652,592
gene-LOC110948091|LOC110948091,0,0,0,0,0,0,0,0,0,0
gene-LOC110964947|LOC110964947,0,0,0,0,6,2,0,0,0,0
gene-LOC110972244|LOC110972244,0,2,0,0,0,2,0,0,0,0
gene-clip4|clip4,8,6,7,10,7,5,3,6,8,4
gene-LOC110965154|LOC110965154,0,0,0,0,0,0,0,0,0,0
gene-LOC110961268|LOC110961268,3,5,10,7,0,5,17,14,31,14
gene-trnae-cuc-4|trnae-cuc,0,0,0,0,0,0,0,0,0,0
gene-slc26a9|slc26a9,0,0,0,0,0,3,0,2,3,4
gene-LOC110963503|LOC110963503,266,542,608,305,464,338,361,121,291,434
gene-LOC110956553|LOC110956553,18,5,14,10,12,8,3,43,9,5
gene-LOC110963885|LOC110963885,10,16,23,23,21,10,10,9,11,17
gene-setd6|setd6,46,34,27,23,19,18,9,10,7,9
gene-LOC110947150|LOC110947150,0,0,0,0,0,0,0,0,0,0
gene-LOC110958619|LOC110958619,0,3,2,4,0,7,8,3,0,0
gene-LOC110946925|LOC110946925,0,0,0,0,0,0,0,0,0,1
gene-oxld1|oxld1,22,12,13,21,28,25,29,33,36,24
gene-LOC110962731|LOC110962731,3,0,0,0,4,0,0,0,0,0
gene-LOC110955889|LOC110955889,0,0,0,0,2,0,0,0,0,0
gene-acadm|acadm,2835,2790,3153,2093,2138,794,1472,1341,1266,757
gene-LOC110968523|LOC110968523,0,0,0,0,0,2,0,0,0,0
gene-cnot2|cnot2,64,55,63,71,74,56,79,71,115,114
gene-LOC110969921|LOC110969921,9,9,5,6,13,4,6,4,4,2
gene-polr3f|polr3f,24,25,29,13,22,24,18,39,23,26
gene-LOC110953376|LOC110953376,4,4,2,0,2,0,2,0,4,0
gene-elp1|elp1,33,25,26,35,57,28,33,101,133,108
STRG.15435|LOC110967699,13,23,29,29,28,31,61,53,98,82
gene-LOC110964164|LOC110964164,5,5,4,4,17,6,0,3,0,12
gene-LOC110965578|LOC110965578,0,0,0,0,0,0,0,0,0,0
gene-LOC110969743|LOC110969743,10,6,6,10,6,5,8,4,5,4
gene-LOC110968833|LOC110968833,24,14,14,8,30,5,4,3,6,3
gene-LOC110968695|LOC110968695,0,4,2,11,0,2,2,0,4,10
gene-LOC110968677|LOC110968677,0,0,0,0,0,0,0,0,0,0
gene-rgmb|rgmb,4,0,0,4,2,0,0,3,3,0
gene-LOC110951823|LOC110951823,0,0,0,0,0,0,0,0,0,0
gene-LOC110954111|LOC110954111,66,55,43,44,55,34,18,26,20,18
gene-LOC110958735|LOC110958735,0,5,0,0,3,0,0,0,2,0
gene-LOC110949692|LOC110949692,0,5,0,12,9,6,0,4,0,3
gene-creb5|creb5,36,32,12,13,26,5,14,15,2,3
gene-LOC110957293|LOC110957293,105,47,52,35,57,72,50,97,119,93
gene-LOC110946357|LOC110946357,11,6,6,7,4,6,7,10,3,3
gene-LOC110960069|LOC110960069,0,0,0,0,0,0,0,0,0,0
gene-LOC110967061|LOC110967061,0,0,0,0,0,0,0,0,0,0
gene-LOC110964935|LOC110964935,28,37,28,12,35,23,14,20,14,23
gene-LOC110955759|LOC110955759,0,0,0,9,0,0,2,3,0,3
gene-LOC110949341|LOC110949341,171,184,112,140,144,241,204,220,181,133
gene-LOC110965569|LOC110965569,5,6,4,5,10,2,4,6,0,0
gene-LOC110953251|LOC110953251,49,30,27,38,33,17,42,82,89,76
gene-LOC110971427|LOC110971427,0,4,10,4,0,10,9,5,12,37
